"retailer","location_id","identifier","street_address","city","state","zip_code","country","latitude","longitude","phone"
"ALDI 2533 Thomas Drive","6048561","FP32","2533 Thomas Drive","Panama City","Florida","32408","US","30.1581283","-85.75142919999999","+1 855-955-2534"
"ALDI 3157 West 23rd Street","5767946","FF79","3157 West 23rd Street","Panama City","Florida","32405","US","30.18872","-85.70304","+1 855-955-2534"
"ALDI 8810 US Highway 301 N","5768318","FE35","8810 US Highway 301 N","Parrish","Florida","34219","US","27.544895","-82.474149","+1 855-955-2534"
"ALDI 11330 Pines Blvd.","5766967","FA63","11330 Pines Blvd.","Pembroke Pines","Florida","33026","US","26.006438","-80.298841","+1 855-955-2534"
"ALDI 18430 Pines Blvd","5766978","FA64","18430 Pines Blvd","Pembroke Pines","Florida","33029","US","26.006046","-80.393304","+1 855-955-2534"
"ALDI 2950 S Blue Angel Pkwy, 600","5768214","L991","2950 S Blue Angel Pkwy, 600","Pensacola","Florida","32506","US","30.361254","-87.357053","+1 855-955-2534"
"ALDI 312 E Nine Mile Rd","5768024","FP10","312 E Nine Mile Rd","Pensacola","Florida","32514","US","30.533708","-87.260593","+1 855-955-2534"
"ALDI 4830 Mobile Hwy","5768330","L990","4830 Mobile Hwy","Pensacola","Florida","32506","US","30.440387","-87.282407","+1 855-955-2534"
"ALDI 6700 66th St.","5767495","L709","6700 66th St.","Pinellas Park","Florida","33781","US","27.833152","-82.729187","+1 855-955-2534"
"ALDI 9021 US Highway 19 North","5767535","L714","9021 US Highway 19 North","Pinellas Park","Florida","33782","US","27.854241","-82.692772","+1 855-955-2534"
"ALDI 3021 James L Redman Pkwy","5767391","L695","3021 James L Redman Pkwy","Plant City","Florida","33566","US","27.97894","-82.12316","+1 855-955-2534"
"ALDI 12190 West Sunrise Blvd","5766785","FA04","12190 West Sunrise Blvd","Plantation","Florida","33323","US","26.144876","-80.311101","+1 855-955-2534"
"ALDI 8210 W Broward Blvd","5767901","FA18","8210 W Broward Blvd","Plantation","Florida","33324","US","26.1207405","-80.2593186","+1 855-955-2534"
"ALDI 960 N. Federal Highway","5768347","FA37","960 N. Federal Highway","Pompano Beach","Florida","33062","US","26.242288","-80.100949","+1 855-955-2534"
"ALDI 1391 Tamiami Trail","5767683","FK46","1391 Tamiami Trail","Port Charlotte","Florida","33948","US","27.01135","-82.144549","+1 855-955-2534"
"ALDI 2000 Kings Highway","5873396","FN42","2000 Kings Highway","Port Charlotte","Florida","33980","US","27.00409","-82.0529","+1 855-955-2534"
"ALDI 3280 Tamiami Trail","5873401","FS62","3280 Tamiami Trail","Port Charlotte","Florida","33952","US","26.98367","-82.09798","+1 855-955-2534"
"ALDI 4025 S Nova Road","5873408","FT10","4025 S Nova Road","Port Orange","Florida","32127","US","29.1181","-80.994545","+1 855-955-2534"
"ALDI 5500 S Williamson Blvd","5766235","FF37","5500 S Williamson Blvd","Port Orange","Florida","32128","US","29.107925","-81.03519","+1 855-955-2534"
"ALDI 6815 Cinema Dr","5767569","L718","6815 Cinema Dr","Port Richey","Florida","34668","US","28.307017","-82.702174","+1 855-955-2534"
"ALDI 10300 SW Discovery Way","5767673","FF60","10300 SW Discovery Way","Port Saint Lucie","Florida","34987","US","27.253337","-80.429498","+1 855-955-2534"
"ALDI 2850 SW Brighton Street","5767120","FA51","2850 SW Brighton Street","Port Saint Lucie","Florida","34953","US","27.258339","-80.377498","+1 855-955-2534"
"ALDI 770 SW St. Lucie West Blvd","5766885","FA48","770 SW St. Lucie West Blvd","Port Saint Lucie","Florida","34986","US","27.317105","-80.37833","+1 855-955-2534"
"ALDI 8560 S US Hwy 1","5767650","FF62","8560 S US Hwy 1","Port Saint Lucie","Florida","34952","US","27.310307","-80.31063","+1 855-955-2534"
"ALDI 6257 US Hwy 1.","5757794","FN55","6257 US Hwy 1.","Port St John","Florida","32927","US","28.47149","-80.76899","+1 855-955-2534"
"ALDI 26279 Jones Loop Road","5767331","L995","26279 Jones Loop Road","Punta Gorda","Florida","33950","US","26.89452","-82.015233","+1 855-955-2534"
"ALDI 1600 W Jefferson St","5768185","FF95","1600 W Jefferson St","Quincy","Florida","32351","US","30.586805","-84.596756","+1 855-955-2534"
"ALDI 10220 Big Bend Rd","5766983","L729","10220 Big Bend Rd","Riverview","Florida","33578","US","27.792969","-82.340977","+1 855-955-2534"
"ALDI 8613 South US Highway 301","5767823","L732","8613 South US Highway 301","Riverview","Florida","33578","US","27.865572","-82.326877","+1 855-955-2534"
"ALDI 1111 N. State Road 7","5766752","L994","1111 N. State Road 7","Royal Palm Beach","Florida","33411","US","26.704389","-80.201924","+1 855-955-2534"
"ALDI 1773 US Hwy 1 S","5767602","L720","1773 US Hwy 1 S","Saint Augustine","Florida","32084","US","29.870042","-81.325224","+1 855-955-2534"
"ALDI 1400 E Irlo Bronson Mem Hwy","5767641","L739","1400 E Irlo Bronson Mem Hwy","Saint Cloud","Florida","34771","US","28.245551","-81.254641","+1 855-955-2534"
"ALDI 3318 Canoe Creek Rd.","5766200","FF96","3318 Canoe Creek Rd.","Saint Cloud","Florida","34772","US","28.19938","-81.294579","+1 855-955-2534"
"ALDI 4056 13th Street","5767265","L684","4056 13th Street","Saint Cloud","Florida","34769","US","28.252407","-81.311803","+1 855-955-2534"
"ALDI 100 Little Cypress Drive","5873393","FF34","100 Little Cypress Drive","Saint Johns","Florida","32259","US","30.103175","-81.479278","+1 855-955-2534"
"ALDI 145 Harper Ln","5767963","L761","145 Harper Ln","Saint Johns","Florida","32259","US","30.104564","-81.544283","+1 855-955-2534"
"ALDI 1551 34th Street North","5766923","L756","1551 34th Street North","Saint Petersburg","Florida","33713","US","27.787019","-82.678975","+1 855-955-2534"
"ALDI 2900 34th Street South","5767614","L721","2900 34th Street South","Saint Petersburg","Florida","33711","US","27.741936","-82.678362","+1 855-955-2534"
"ALDI 3327 9th Street N.","5757808","FN48","3327 9th Street N.","Saint Petersburg","Florida","33704","US","27.80246","-82.64574","+1 855-955-2534"
"ALDI 3707 S Orlando Dr","5767048","L656","3707 S Orlando Dr","Sanford","Florida","32773","US","28.759131","-81.284615","+1 855-955-2534"
"ALDI 4160 W State Road 46","5767036","L655","4160 W State Road 46","Sanford","Florida","32771","US","28.812445","-81.323638","+1 855-955-2534"
"ALDI 3501 S. Tamiami Trail","5767541","FO17","3501 S. Tamiami Trail","Sarasota","Florida","34239","US","27.300984","-82.528689","+1 855-955-2534"
"ALDI 3501 S. Tamiami Trail","6252063","FI33","3501 South Tamiami Trail","Sarasota","Florida","34239","US","27.3006312","-82.528561","+1 855-955-2534"
"ALDI 4230 Bee Ridge Road","5757791","FN57","4230 Bee Ridge Road","Sarasota","Florida","34233","US","27.29798","-82.48356","+1 855-955-2534"
"ALDI 5400 Fruitville Rd","5873399","FN32","5400 Fruitville Rd","Sarasota","Florida","34232","US","27.33611","-82.46074","+1 855-955-2534"
"ALDI 2900 New Life Way","5767326","L689","2900 New Life Way","Sebring","Florida","33870","US","27.507505","-81.49361","+1 855-955-2534"
"ALDI 12975 Park Blvd","5873407","FT12","12975 Park Blvd","Seminole","Florida","33776","US","27.84504","-82.81814","+1 855-955-2534"
"ALDI 7777 Seminole Blvd.","5767530","L712","7777 Seminole Blvd.","Seminole","Florida","33772","US","27.84265","-82.786645","+1 855-955-2534"
"ALDI 1253 Wendy Court","5767430","L717","1253 Wendy Court","Spring Hill","Florida","34607","US","28.452298","-82.632885","+1 855-955-2534"
"ALDI 6765 22nd Ave N","5767618","FF92","6765 22nd Ave N","St Petersburg","Florida","33710","US","27.792417","-82.730049","+1 855-955-2534"
"ALDI 181 Blackford Way","6036552","FT02","181 Blackford Way","St. Augustine","Florida","32086","US","29.791381","-81.321031","+1 855-955-2534"
"ALDI 1371 S. Walnut Street","5768391","L776","1371 S. Walnut Street","Starke","Florida","32091","US","29.93419","-82.11751","+1 855-955-2534"
"ALDI 3937 SE Federal Highway","5766879","FA47","3937 SE Federal Highway","Stuart","Florida","34997","US","27.158296","-80.221345","+1 855-955-2534"
"ALDI 4897 Sun City Center Blvd.","5767748","L757","4897 Sun City Center Blvd.","Sun City Center","Florida","33573","US","27.711491","-82.335788","+1 855-955-2534"
"ALDI 8075 W. Oakland Park","5767240","FA55","8075 W. Oakland Park","Sunrise","Florida","33351","US","26.1673624","-80.2582006","+1 855-955-2534"
"ALDI 2020 W Pensacola St Ste 300","5768083","L783","2020 W Pensacola St Ste 300","Tallahassee","Florida","32304","US","30.441836","-84.317491","+1 855-955-2534"
"ALDI 2425 Apalachee Parkway","5767765","L782","2425 Apalachee Parkway","Tallahassee","Florida","32301","US","30.427574","-84.23997","+1 855-955-2534"
"ALDI 7050 N. University Dr","5766962","FA62","7050 N. University Dr","Tamarac","Florida","33321","US","26.209156","-80.25146","+1 855-955-2534"
"ALDI 10419 Sheldon Rd.","5766620","L713","10419 Sheldon Rd.","TAMPA","Florida","33626","US","28.042842","-82.581933","+1 855-955-2534"
"ALDI 13016 Race Track Rd","5766229","FN52","13016 Race Track Rd","Tampa","Florida","33626","US","28.07095","-82.63309","+1 855-955-2534"
"ALDI 13514 University Plaza","5767450","L703","13514 University Plaza","Tampa","Florida","33613","US","28.070279","-82.429774","+1 855-955-2534"
"ALDI 14933 N. Florida Ave","5767481","L707","14933 N. Florida Ave","Tampa","Florida","33613","US","28.086075","-82.45845","+1 855-955-2534"
"ALDI 18002 Highwoods Preserve Pkwy","5767988","L737","18002 Highwoods Preserve Pkwy","Tampa","Florida","33647","US","28.1303836","-82.3707852","+1 855-955-2534"
"ALDI 2100 W. Swann Ave.","5768264","FN41","2100 W. Swann Ave.","Tampa","Florida","33606","US","27.93611","-82.48151","+1 855-955-2534"
"ALDI 213 N Dale Mabry Hwy","5767202","FF29","213 N Dale Mabry Hwy","Tampa","Florida","33609","US","27.946433","-82.505202","+1 855-955-2534"
"ALDI 6425 County Line Rd","5873397","FN28","6425 County Line Rd","Tampa","Florida","33647","US","28.16903","-82.35669","+1 855-955-2534"
"ALDI 8521 W. Hillsborough Ave","5767464","L704","8521 W. Hillsborough Ave","Tampa","Florida","33615","US","27.997863","-82.580163","+1 855-955-2534"
"ALDI 1171 S Pinellas Ave","6353523","FT20","1171 South Pinellas Avenue","Tarpon Springs","Florida","34689","US","28.1361613","-82.7560788","+1 855-955-2534"
"ALDI 820 Old Camp Rd.","5766192","FN51","820 Old Camp Rd.","The Villages","Florida","32162","US","28.9077","-81.9752","+1 855-955-2534"
"ALDI 4650 South St","5767635","FO14","4650 South St","Titusville","Florida","32780","US","28.556707","-80.847584","+1 855-955-2534"
"ALDI 4650 South St.","6252065","FI42","4650 South Street","Titusville","Florida","32780","US","28.5567695","-80.8478196","+1 855-955-2534"
"ALDI 1254 Jacaranda Blvd","5873400","FS63","1254 Jacaranda Blvd","Venice","Florida","34292","US","27.08038","-82.38712","+1 855-955-2534"
"ALDI 1687 US 41 Bypass S","5767723","FK50","1687 US 41 Bypass S","Venice","Florida","34293","US","27.0754333","-82.4250224","+1 855-955-2534"
"ALDI 458 Venice By-Pass","6048562","FT15","458 Venice Bypass","Venice","Florida","34285","US","27.1079958","-82.4370292","+1 855-955-2534"
"ALDI 1539 W. New Haven Ave","5768437","FO11","1539 West New Haven Avenue","West Melbourne","Florida","32904","US","28.0772499","-80.6469987","+1 855-955-2534"
"ALDI 2481 Okeechobee Blvd.","5766899","FA50","2481 Okeechobee Blvd.","West Palm Beach","Florida","33409","US","26.707737","-80.089525","+1 855-955-2534"
"ALDI 5643 Seven Mile Drive","5766775","L701","5643 Seven Mile Drive","Wildwood","Florida","34785","US","28.865964","-82.009138","+1 855-955-2534"
"ALDI 5865 Winter Garden Vineland","5767364","L771","5865 Winter Garden Vineland","Windermere","Florida","34786","US","28.479161","-81.579695","+1 855-955-2534"
"ALDI 14001 W. Colonial Dr","5767110","L666","14001 W. Colonial Dr","Winter Garden","Florida","34787","US","28.552331","-81.592294","+1 855-955-2534"
"ALDI 333 Avenue K S.W.","5767313","L688","333 Avenue K S.W.","Winter Haven","Florida","33880","US","28.01183","-81.731299","+1 855-955-2534"
"ALDI 6766 Aloma Ave","5767055","L662","6766 Aloma Ave","Winter Park","Florida","32792","US","28.605262","-81.298003","+1 855-955-2534"
"ALDI 1193 E. State Road 434","5768335","L774","1193 E. State Road 434","Winter Springs","Florida","32708","US","28.696244","-81.262352","+1 855-955-2534"
"ALDI 463689 State Road 200","5768267","L742","463689 State Road 200","Yulee","Florida","32097","US","30.629496","-81.55914","+1 855-955-2534"
"ALDI 901 Ward St W","5873454","FP53","901 West Ward Street","Douglas","GA","31533","US","31.51019776","-82.8609039","+1 855-955-2534"
"ALDI 1805 US Hwy 82 W","5767863","FF41","1805 US Hwy 82 W","Tifton","GA","31793","US","31.44752","-83.54177","+1 855-955-2534"
"ALDI 3283 Jack Staten Way","5768355","FF42","3283 Jack Staten Way","Valdosta","GA","31605","US","30.884429","-83.288165","+1 855-955-2534"
"ALDI 2816 Nottingham Way","5873437","FP19","2816 Nottingham Way","Albany","Georgia","31707","US","31.6207","-84.20323","+1 855-955-2534"
"ALDI 1208 Crawford St.","5766170","FP13","1208 Crawford St.","Americus","Georgia","31709","US","32.0765","-84.21561","+1 855-955-2534"
"ALDI 1055 Gaines School Rd No.104","5766634","L882","1055 Gaines School Rd No.104","Athens","Georgia","30605","US","33.926596","-83.336871","+1 855-955-2534"
"ALDI 3400 Atlanta Hwy","5766494","L895","3400 Atlanta Hwy","Athens","Georgia","30606","US","33.940166","-83.452539","+1 855-955-2534"
"ALDI 1461 Moreland Ave.","5766648","L934","1461 Moreland Ave.","Atlanta","Georgia","30316","US","33.713859","-84.350003","+1 855-955-2534"
"ALDI 3221 Peachtree Rd NE No. 101","5766969","L880","3221 Peachtree Rd NE No. 101","Atlanta","Georgia","30305","US","33.8414549","-84.3729714","+1 855-955-2534"
"ALDI 3963 Buford Hwy.","5766649","L933","3963 Buford Hwy.","Atlanta","Georgia","30345","US","33.858168","-84.310677","+1 855-955-2534"
"ALDI 227 Bobby Jones Expressway","5766501","L898","227 Bobby Jones Expressway","Augusta","Georgia","30907","US","33.50643","-82.09244","+1 855-955-2534"
"ALDI 3121 Peach Orchard Road","5767073","L978","3121 Peach Orchard Road","Augusta","Georgia","30906","US","33.41127","-82.02742","+1 855-955-2534"
"ALDI 915 E Shotwell St","5768216","FP38","915 E Shotwell St","Bainbridge","Georgia","39819","US","30.90495","-84.56446","+1 855-955-2534"
"ALDI 40 Farmers Market Way","5767109","FE26","40 Farmers Market Way","Blairsville","Georgia","30512","US","34.88333","-83.95038","+1 855-955-2534"
"ALDI 1919 Glynn Ave Ste 100","5981546","FS12","1919 Glynn Ave Ste 100","Brunswick","Georgia","31520","US","31.15997","-81.4789","+1 855-955-2534"
"ALDI 341 Venture Dr","5767783","FF51","341 Venture Dr","Brunswick","Georgia","31525","US","31.24788","-81.50655","+1 855-955-2534"
"ALDI 1705 Mall of GA Blvd Ste. 3","5767940","L977","1705 Mall of GA Blvd Ste. 3","Buford","Georgia","30519","US","34.06024","-83.99364","+1 855-955-2534"
"ALDI 7507 Spout Springs Rd","5767312","FF40","7507 Spout Springs Rd","Buford","Georgia","30519","US","34.1052","-83.871886","+1 855-955-2534"
"ALDI 647 Hwy 53 East","5766583","L919","647 Hwy 53 East","Calhoun","Georgia","30701","US","34.471856","-84.923484","+1 855-955-2534"
"ALDI 553 Riverstone Parkway","5766590","L921","553 Riverstone Parkway","Canton","Georgia","30114","US","34.245683","-84.485672","+1 855-955-2534"
"ALDI 1495 Highway 27 South","5766510","L900","1495 Highway 27 South","Carrollton","Georgia","30117","US","33.550244","-85.074355","+1 855-955-2534"
"ALDI 500 Rowland Springs Road","5766948","L905","500 Rowland Springs Road","Cartersville","Georgia","30121","US","34.177237","-84.785233","+1 855-955-2534"
"ALDI 202 Parkway Plz","5768459","L982","202 Parkway Plz","Cleveland","Georgia","30528","US","34.57968","-83.76653","+1 855-955-2534"
"ALDI 5820 Riverdale Road","5766635","L931","5820 Riverdale Road","College Park","Georgia","30349","US","33.596478","-84.428016","+1 855-955-2534"
"ALDI 3200 MACON RD","5768394","L988","3200 MACON RD","COLUMBUS","Georgia","31906","US","32.47994","-84.94109","+1 855-955-2534"
"ALDI 6301 Veterans Pkwy Ste 500","5766596","L923","6301 Veterans Pkwy Ste 500","Columbus","Georgia","31909","US","32.535788","-84.956447","+1 855-955-2534"
"ALDI 1794 GA. Highway 138","5766689","L941","1794 GA. Highway 138","Conyers","Georgia","30013","US","33.637762","-84.016493","+1 855-955-2534"
"ALDI 1011 E 16th Avenue","5757806","FP27","1011 E 16th Avenue","Cordele","Georgia","31015","US","31.96442","-83.76618","+1 855-955-2534"
"ALDI 11152 Highway 142 NE","5766600","L924","11152 Highway 142 NE","Covington","Georgia","30014","US","33.607759","-83.826698","+1 855-955-2534"
"ALDI 1760 Buford Hwy","5766548","L911","1760 Buford Hwy","Cumming","Georgia","30041","US","34.161333","-84.115868","+1 855-955-2534"
"ALDI 3610 Browns Bridge Road","5767432","FF46","3610 Browns Bridge Road","Cumming","Georgia","30028","US","34.267266","-84.093037","+1 855-955-2534"
"ALDI 3565 Braselton Highway","5766519","L904","3565 Braselton Highway","Dacula","Georgia","30019","US","34.068898","-83.909078","+1 855-955-2534"
"ALDI 2210 E Walnut Ave","5767919","L321","2210 E Walnut Ave","Dalton","Georgia","30721","US","34.76192","-84.9317","+1 855-955-2534"
"ALDI 3480 Memorial Dr.","5766655","L935","3480 Memorial Dr.","Decatur","Georgia","30032","US","33.753847","-84.270688","+1 855-955-2534"
"ALDI 4900 Flat Shoals Parkway","5766639","L932","4900 Flat Shoals Parkway","Decatur","Georgia","30034","US","33.681288","-84.227937","+1 855-955-2534"
"ALDI 676 Decatur Village Way","5768353","L883","676 Decatur Village Way","Decatur","Georgia","30033","US","33.796123","-84.285242","+1 855-955-2534"
"ALDI 2990 Chapel Hill Rd.","5766472","L889","2990 Chapel Hill Rd.","Douglasville","Georgia","30135","US","33.724304","-84.733697","+1 855-955-2534"
"ALDI 2413 W. Hwy 80","5767186","FF44","2413 W. Hwy 80","Dublin","Georgia","31021","US","32.547551","-82.967915","+1 855-955-2534"
"ALDI 2618 Pleasant Hill Road","5766627","L930","2618 Pleasant Hill Road","Duluth","Georgia","30096","US","33.971215","-84.147266","+1 855-955-2534"
"ALDI 24 W Highlands Dr","5767906","FF48","24 W Highlands Dr","East Ellijay","Georgia","30540","US","34.659275","-84.492147","+1 855-955-2534"
"ALDI 1060 Highway 85 North","5766619","L928","1060 Highway 85 North","Fayetteville","Georgia","30214","US","33.472556","-84.444585","+1 855-955-2534"
"ALDI 1999 Battlefield Pkwy","5767926","L322","1999 Battlefield Pkwy","Fort Oglethorpe","Georgia","30742","US","34.94851","-85.232041","+1 855-955-2534"
"ALDI 3640 Mundy Mill Rd","5766561","L914","3640 Mundy Mill Rd","Gainesville","Georgia","30504","US","34.229391","-83.86673","+1 855-955-2534"
"ALDI 834 B Dawsonville Hwy.","5766483","L893","834 B Dawsonville Hwy.","Gainesville","Georgia","30501","US","34.298185","-83.854614","+1 855-955-2534"
