"retailer","store_id","location_name","status","is_test_location","address","city","county","state","state_code","postal_code","country","country_code","latitude","longitude","phone","store_format","total_building_area","merchandise_level","time_zone","google_maps_url","drive_up_latitude","drive_up_longitude","drive_up_radius","capabilities","capability_names","store_url","source","retrieved_at_utc"
"Target","300","Alicia Parkway","Open","False","24500 Alicia Pkwy","Mission Viejo","Orange","California","CA","92691-4508","United States of America","US","33.60628","-117.689","949-583-1298","Pfresh","108810","1","America/Los_Angeles","https://maps.google.com/maps?cid=5716039023386226885","33.6067028","-117.6887444","59","Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/alicia-parkway/300","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:02Z"
"Target","301","Rancho Cucamonga","Open","False","10576 Foothill Blvd","Rancho Cucamonga","San Bernardino","California","CA","91730-3890","United States of America","US","34.108229","-117.573899","909-948-9952","Pfresh","165281","1","America/Los_Angeles","https://maps.google.com/maps?cid=5908103426375901591","34.1081583","-117.5743556","40","Champion | Clothing Tback | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/rancho-cucamonga/301","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:04Z"
"Target","302","Duarte","Open","False","1050 Huntington Dr","Duarte","Los Angeles","California","CA","91010-2475","United States of America","US","34.138102","-117.982918","626-303-8858","Pfresh","107227","1","America/Los_Angeles","https://maps.google.com/maps?cid=2092377382477842248","34.1381","-117.9828833","43","Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/duarte/302","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:05Z"
"Target","303","Oceanside","Open","False","2255 S El Camino Real","Oceanside","San Diego","California","CA","92054-6318","United States of America","US","33.184026","-117.329697","760-967-8335","Pfresh","108937","1","America/Los_Angeles","https://maps.google.com/maps?cid=9640704850766409783","33.1841889","-117.3295278","44","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/oceanside/303","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:07Z"
"Target","304","El Cajon","Open","False","250 Broadway","El Cajon","San Diego","California","CA","92021-4539","United States of America","US","32.809271","-116.958998","619-442-9641","Pfresh","106693","1","America/Los_Angeles","https://maps.google.com/maps?cid=8616464271977490121","32.8092778","-116.9594389","55","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/el-cajon/304","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:09Z"
"Target","305","Mira Mesa","Open","False","8251 Mira Mesa Blvd","San Diego","San Diego","California","CA","92126-2603","United States of America","US","32.910813","-117.146313","858-530-1901","Pfresh","112689","1","America/Los_Angeles","https://maps.google.com/maps?cid=10729847304678623461","32.9109861","-117.1461167","55","Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/mira-mesa/305","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:10Z"
"Target","307","Palm Springs","Open","False","67750 E Palm Canyon Dr","Cathedral City","Riverside","California","CA","92234-5441","United States of America","US","33.789552","-116.481456","760-321-7425","Pfresh","120265","1","America/Los_Angeles","https://maps.google.com/maps?cid=5653767133141779307","33.7893389","-116.4811694","49","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/palm-springs/307","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:12Z"
"Target","309","Santa Maria","Open","False","223 E Betteravia Rd","Santa Maria","Santa Barbara","California","CA","93454-7803","United States of America","US","34.922576","-120.434178","805-922-9904","Pfresh","109503","1","America/Los_Angeles","https://maps.google.com/maps?cid=5381754804260120662","34.9225833","-120.4337556","40","Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/santa-maria/309","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:13Z"
"Target","310","Sacramento Riverside","Open","False","2505 Riverside Blvd","Sacramento","Sacramento","California","CA","95818-2234","United States of America","US","38.562221","-121.49751","916-444-0993","Pfresh","113848","1","America/Los_Angeles","https://maps.google.com/maps?cid=2977343711218918797","38.562222","-121.497644","39","Bev Bar | Clothing Tback | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/sacramento-riverside/310","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:15Z"
"Target","311","Sacramento Madison","Open","False","5001 Madison Ave","Sacramento","Sacramento","California","CA","95841-2604","United States of America","US","38.66161","-121.349226","916-348-3701","Pfresh","105910","1","America/Los_Angeles","https://maps.google.com/maps?cid=2469817748048444268","38.6616917","-121.3488778","63","Bev Bar | Champion | Clothing Tback | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/sacramento-madison/311","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:17Z"
"Target","312","Sacramento Arden","Open","False","1919 Fulton Ave","Sacramento","Sacramento","California","CA","95825-1905","United States of America","US","38.600567","-121.403401","916-483-6093","Pfresh","123779","1","America/Los_Angeles","https://maps.google.com/maps?cid=17745966022090648074","38.60055","-121.4028861","50","Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/sacramento-arden/312","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:19Z"
"Target","313","Stockton","Open","False","4707 Pacific Ave","Stockton","San Joaquin","California","CA","95207-6301","United States of America","US","37.991634","-121.314598","209-476-8081","Pfresh","124301","1","America/Los_Angeles","https://maps.google.com/maps?cid=1000957261113034560","37.9916056","-121.3148917","75","Cafe-Pizza | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/stockton/313","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:21Z"
"Target","314","Fresno South","Open","False","3173 E Shields Ave","Fresno","Fresno","California","CA","93726-6902","United States of America","US","36.780352","-119.771179","559-228-8471","Pfresh","106044","1","America/Los_Angeles","https://maps.google.com/maps?cid=1741249375909693232","36.7802639","-119.7708528","58","Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/fresno-south/314","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:23Z"
"Target","317","Chico","Open","False","1951 E 20th St","Chico","Butte","California","CA","95928-6300","United States of America","US","39.725986","-121.80319","530-343-3770","Pfresh","105925","1","America/Los_Angeles","https://maps.google.com/maps?cid=1163832990070276077","39.7262278","-121.8033611","52","Champion | Clothing Tback | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | Champion | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/chico/317","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:24Z"
"Target","318","Yuba City","Open","False","1153 Butte House Rd","Yuba City","Sutter","California","CA","95991-3102","United States of America","US","39.146583","-121.632829","530-671-6881","Pfresh","132607","1","America/Los_Angeles","https://maps.google.com/maps?cid=9370690734079929828","39.1463361","-121.63255","91","Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/yuba-city/318","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:26Z"
"Target","319","Tempe","Open","False","1818 E Baseline Rd","Tempe","Maricopa","Arizona","AZ","85283-1502","United States of America","US","33.379204","-111.907465","480-831-9162","Pfresh","115905","1","America/Phoenix","https://maps.google.com/maps?cid=4878703842754423163","33.3790111","-111.9074917","41","Bev Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/tempe/319","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:28Z"
"Target","320","Colma","Open","False","5001 Junipero Serra Blvd","Colma","San Mateo","California","CA","94014-3217","United States of America","US","37.673739","-122.464936","650-992-8433","Pfresh","145461","1","America/Los_Angeles","https://maps.google.com/maps?cid=4023372938625265365","37.6734639","-122.4647139","65","Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Opt | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/colma/320","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:30Z"
